"ID Number,Student Name,Department,Year,Percentage,Local Hackathons Participated,Local Hackathons Won,Paper Presentations,National Level Hackathons participated,National Level Hackathons Won,Certifications,R&D Work Rating,Social Interactions,Paper Publications"
"22091A0175,Richard Sutton,Civil,3,3.23,21,10,1,5,0,22,2,0,22"
"24091A3335,Cameron Wilson,AIML,1,35.9,30,10,9,3,0,25,5,0,5"
"21091A0566,Melissa Hayes,CSE,4,88.89,30,7,1,1,5,2,3,7,17"
"22091A3248,Kaitlyn Guerrero,DS,3,41.79,18,5,10,2,4,23,3,1,1"
"21091A3458,Diane Wallace,Business Systems,4,53.05,4,7,6,0,2,4,5,2,3"
"24091A3374,Michele Hernandez,AIML,1,90.23,18,0,4,2,0,26,4,9,10"
"21091A0165,Jill Nguyen,Civil,4,69.09,1,2,9,3,1,8,1,7,29"
"23091A0582,Lisa Meyer,CSE,2,28.71,26,8,10,0,2,22,1,4,24"
"21091A337,Jason Garcia,AIML,4,9.98,6,4,1,4,4,1,1,10,13"
"23091A3387,Scott Bautista,AIML,2,69.98,23,4,10,2,0,25,5,10,9"
"21091A3471,David Salazar,Business Systems,4,70.19,5,1,3,2,2,22,2,7,24"
"23091A0548,Jordan Mclaughlin,CSE,2,41.42,12,0,1,1,1,27,1,8,3"
"22091A0150,Clinton Parker,Civil,3,51.23,1,7,4,0,4,17,3,10,22"
"21091A3398,Richard Riley,AIML,4,79.35,4,2,7,2,0,6,4,2,30"
"24091A3465,Justin Ochoa,Business Systems,1,10.64,25,0,1,3,3,14,1,10,27"
"23091A0223,Antonio Brooks,EEE,2,62.34,26,6,0,3,4,22,3,9,19"
"24091A0112,Ashley Trujillo,Civil,1,29.4,9,10,6,2,2,27,1,10,24"
"24091A0738,Mrs. Tiffany Booth,Mech,1,75.29,8,9,3,3,0,5,5,3,5"
"22091A0198,Wendy Reyes,Civil,3,74.99,8,9,8,3,5,7,2,8,26"
"23091A3372,Tanya Jensen,AIML,2,33.77,13,9,5,5,3,4,1,2,13"
"24091A0554,Jennifer Martinez,CSE,1,45.22,10,3,10,5,0,12,4,8,27"
"24091A0716,Julie Mann,Mech,1,59.25,0,2,6,1,0,30,1,7,7"
"24091A0540,Glenda Taylor,CSE,1,17.56,18,4,3,4,4,22,4,1,28"
"21091A3437,Betty Medina MD,Business Systems,4,50.98,11,10,6,4,5,17,1,2,2"
"21091A0269,Courtney Lee,EEE,4,36.87,21,8,1,3,3,11,5,0,20"
"22091A0215,Stephanie Hill,EEE,3,81.62,12,6,6,1,4,17,1,7,14"
"21091A0786,Natasha Nguyen,Mech,4,50.16,3,6,10,1,4,24,4,5,4"
"23091A3223,Michelle Ballard,DS,2,80.77,21,7,5,2,4,7,1,10,10"
"24091A0185,Jeremiah Reyes,Civil,1,37.64,6,2,1,5,4,18,5,10,19"
"22091A0731,Chelsea Taylor,Mech,3,67.07,10,4,10,1,2,21,1,7,6"
"23091A3426,Derek Shannon,Business Systems,2,70.5,21,8,3,0,5,30,2,4,23"
"21091A0788,Jonathan Ford,Mech,4,53.03,13,10,7,2,5,18,1,8,5"
"21091A0223,Brenda Ramsey,EEE,4,22.79,21,0,9,2,2,27,4,2,17"
"23091A0576,Chase Sharp,CSE,2,36.51,4,9,4,5,4,1,4,9,15"
"22091A3390,Chris Bailey,AIML,3,59.72,22,1,10,5,0,7,2,6,27"
"22091A0248,Amanda Wilcox,EEE,3,22.2,19,6,8,5,1,27,5,4,27"
"23091A0561,Anna Anthony,CSE,2,14.98,19,3,9,3,3,27,4,7,15"
"23091A0168,Austin Grant,Civil,2,40.56,5,3,1,2,3,29,1,4,24"
"21091A0531,Melanie Roberts,CSE,4,17.75,20,3,2,4,3,12,4,7,21"
"21091A0145,Matthew Taylor,Civil,4,46.83,17,9,8,2,3,28,4,1,20"
"23091A0582,Larry Logan,CSE,2,13.12,2,4,10,3,1,15,5,2,14"
"24091A3460,Keith Meyer,Business Systems,1,6.98,12,6,8,1,5,14,1,5,23"
"21091A0766,Mia Wilson,Mech,4,14.65,26,9,4,4,2,30,4,8,29"
"23091A0243,Margaret Mitchell,EEE,2,80.93,19,2,0,0,2,19,3,8,29"
"23091A017,Brandon Scott,Civil,2,1.19,9,0,9,4,4,7,2,3,1"
"23091A0239,Stephanie Anderson,EEE,2,17.6,25,0,3,5,5,14,4,7,4"
"23091A0294,Maria Ferguson,EEE,2,56.97,3,4,4,3,0,16,5,10,4"
"24091A0249,Katie Henderson,EEE,1,18.64,17,2,9,2,3,1,2,7,19"
"22091A0780,Brian Cox,Mech,3,58.79,25,10,0,4,4,29,1,10,17"
"23091A348,Andrew Sullivan,Business Systems,2,11.81,17,2,4,5,5,25,3,2,23"
"24091A3253,Amy Harrington,DS,1,95.56,4,2,9,2,2,4,3,4,22"
"23091A0160,Kristen Mcclain,Civil,2,68.62,16,3,0,1,3,6,5,3,15"
"22091A0134,Dillon Franklin,Civil,3,19.12,28,10,5,3,5,5,4,2,28"
"21091A0734,Jimmy Ward,Mech,4,79.5,18,4,6,5,4,5,2,9,22"
"21091A0135,Matthew Olson,Civil,4,59.1,24,3,8,2,1,29,5,8,25"
"21091A0767,Jennifer White,Mech,4,65.77,10,10,3,5,3,25,4,10,24"
"22091A3226,Alyssa Hines,DS,3,30.61,17,7,1,4,5,13,4,4,18"
"24091A0579,Jesse Hill,CSE,1,2.15,8,1,10,2,2,5,5,3,24"
"23091A3278,Adrienne Olson,DS,2,49.39,22,7,10,2,5,12,3,8,26"
"24091A0114,David Smith,Civil,1,17.33,12,8,0,0,4,25,4,3,18"
"24091A3438,Timothy Olson,Business Systems,1,21.51,15,4,2,0,4,22,4,4,14"
"24091A3262,Terry Zimmerman,DS,1,62.41,11,9,7,0,4,22,3,7,28"
"22091A0534,Stephanie Walters,CSE,3,39.92,9,9,8,3,3,17,4,3,16"
"22091A338,Alyssa Houston,AIML,3,6.48,4,4,7,1,5,15,1,10,13"
"24091A3422,Anthony Johns,Business Systems,1,3.24,15,3,6,0,1,17,4,2,22"
"21091A3241,Chris Stone,DS,4,52.09,14,6,0,2,1,9,5,3,5"
"22091A0111,Linda Bowen,Civil,3,29.97,11,1,7,3,1,10,5,1,25"
"22091A3226,Nathan Swanson,DS,3,33.02,24,2,0,1,2,24,5,1,17"
"23091A0175,Robin Williams,Civil,2,48.82,22,2,6,2,2,8,1,8,0"
"24091A0575,Katrina Christian,CSE,1,30.71,12,4,2,0,3,22,4,6,10"
"24091A3246,James Ross,DS,1,3.91,3,9,1,2,3,23,1,6,9"
"21091A0556,Richard Conley,CSE,4,0.66,26,8,4,1,4,13,3,0,30"
"24091A0217,Antonio Martinez,EEE,1,70.42,24,8,6,5,0,15,1,6,15"
"21091A0113,Danielle Ward,Civil,4,16.97,2,3,9,1,0,27,5,5,17"
"23091A0539,Wendy Thomas,CSE,2,27.63,7,6,7,4,4,2,5,2,7"
"24091A0150,Sarah Jimenez,Civil,1,9.52,24,7,8,2,4,3,3,5,14"
"24091A0223,John Carpenter,EEE,1,86.59,5,0,10,4,5,22,5,6,10"
"23091A058,Jeremy Patel,CSE,2,47.92,9,4,0,2,2,11,5,9,10"
"22091A3235,Kelly Simpson,DS,3,33.61,0,7,2,4,3,21,5,4,15"
"24091A0166,Lauren Malone,Civil,1,23.69,4,7,0,3,0,24,5,8,9"
"24091A3337,Alexis Johnson,AIML,1,61.9,2,1,0,4,4,1,5,3,23"
"24091A0122,Allison Hays,Civil,1,95.6,6,2,9,5,2,21,1,7,6"
"24091A3278,Clayton Medina,DS,1,78.92,13,9,4,1,5,30,4,1,26"
"22091A0585,Michael Ford,CSE,3,83.73,3,0,1,4,5,11,1,9,6"
"21091A0781,Corey Yang,Mech,4,93.07,5,2,9,5,0,0,5,10,27"
"22091A0138,Anthony Whitehead,Civil,3,89.6,8,10,10,1,4,8,1,1,16"
"23091A0582,Thomas Sullivan,CSE,2,11.33,15,6,5,0,3,0,3,9,28"
"24091A0234,Alan Benson,EEE,1,65.68,19,3,9,0,0,18,5,9,7"
"21091A0179,Monique Mcmillan DDS,Civil,4,95.85,9,9,1,1,4,20,4,6,6"
"21091A0223,Brandon Roberts,EEE,4,86.97,5,9,4,3,2,26,5,6,7"
"23091A3271,Mark Vincent,DS,2,39.6,21,2,6,4,2,12,1,4,28"
"22091A0766,Jay Garcia,Mech,3,39.29,19,1,3,1,5,24,5,3,17"
"24091A0737,David Thompson,Mech,1,58.96,18,7,8,2,2,6,3,5,24"
"21091A0286,Susan Lawrence,EEE,4,21.06,3,0,6,1,2,27,4,3,15"
"21091A0553,Linda Knight,CSE,4,89.45,3,5,10,3,1,25,5,8,9"
"24091A346,Eric Gibson DDS,Business Systems,1,30.52,13,4,5,5,4,23,2,0,11"
"22091A0762,Deanna Knapp,Mech,3,65.55,22,5,5,0,2,21,5,0,3"
"23091A0155,Rhonda Kennedy,Civil,2,99.89,12,4,1,5,5,28,4,10,23"
"21091A0574,Richard Butler,CSE,4,47.0,4,2,9,2,3,22,1,4,7"
"24091A0557,Chris Koch,CSE,1,11.32,29,10,10,4,1,7,5,5,20"
"23091A0224,Rodney Decker,EEE,2,78.49,7,7,0,3,1,10,4,0,16"
"21091A0260,Juan Young,EEE,4,68.01,23,1,3,4,4,0,2,10,18"
"24091A0737,Katie Jackson,Mech,1,84.59,10,10,3,2,4,24,1,9,27"
"22091A0283,Victoria Mullins,EEE,3,68.59,10,6,4,4,2,16,2,6,13"
"21091A0570,Cheyenne Clark,CSE,4,86.14,23,2,10,5,2,24,5,0,11"
"22091A0169,David Roberts,Civil,3,51.22,12,4,2,2,2,14,5,2,21"
"22091A0162,Austin Weber,Civil,3,84.46,28,9,4,3,1,19,5,7,6"
"22091A3217,Tammy Sanchez,DS,3,74.77,8,5,2,4,4,25,4,6,4"
"24091A0776,Kimberly Bentley,Mech,1,38.03,23,8,6,4,5,26,5,1,28"
"24091A0732,Jesse Kelly,Mech,1,41.55,12,1,4,2,3,0,3,3,27"
"21091A3425,Brent Fleming,Business Systems,4,95.63,10,4,0,1,4,17,4,9,2"
"23091A3360,John Brown,AIML,2,38.95,26,10,0,2,0,1,2,4,12"
"22091A3213,Christie Shepherd,DS,3,78.18,6,7,3,1,1,21,3,6,10"
"23091A3234,Bradley Boyd,DS,2,40.84,6,6,8,3,4,12,1,4,3"
"22091A3450,Victoria Smith,Business Systems,3,38.19,23,5,2,0,5,9,1,6,0"
"23091A0588,Kevin Howell,CSE,2,72.21,13,9,9,3,4,2,5,5,25"
"21091A0238,Thomas Miller,EEE,4,90.23,26,4,7,1,0,25,1,7,27"
"22091A0224,Michael Shields,EEE,3,41.72,5,4,10,2,5,28,5,9,20"
"23091A342,Tonya Villanueva,Business Systems,2,26.95,18,3,9,4,3,5,4,9,2"
"21091A3285,Steven Curtis,DS,4,76.14,2,1,4,2,0,19,4,4,13"
"22091A0765,Jimmy Nguyen,Mech,3,27.39,0,2,3,2,2,12,4,3,6"
"24091A0186,Megan Todd,Civil,1,82.1,17,6,10,1,5,17,2,10,5"
"21091A0175,Lindsey Weaver,Civil,4,91.24,9,1,9,2,3,14,4,10,0"
"24091A0578,Derrick Porter,CSE,1,73.79,29,1,10,0,5,13,1,6,30"
"22091A3433,Joseph Baker,Business Systems,3,61.22,7,10,4,5,0,16,5,6,7"
"21091A3361,Joseph Gonzalez,AIML,4,55.55,22,9,9,4,3,4,4,10,20"
"22091A3466,Kimberly Scott,Business Systems,3,40.32,11,9,8,0,3,5,2,1,4"
"23091A0159,Karen Garza,Civil,2,52.2,3,0,5,3,2,23,1,10,16"
"21091A3366,Lisa Brown,AIML,4,66.31,5,9,10,3,2,9,4,2,23"
"22091A326,Brian Rodriguez,DS,3,75.25,1,6,2,2,5,25,2,6,1"
"21091A3481,Damon Rasmussen,Business Systems,4,78.0,7,7,4,4,1,5,3,6,18"
"24091A0535,Jessica Dunn,CSE,1,75.21,24,3,2,5,1,1,4,1,1"
"24091A0513,Thomas French,CSE,1,31.99,9,0,3,2,5,1,5,3,6"
"24091A3219,Keith Lawson,DS,1,70.8,0,3,1,0,4,14,5,6,4"
"24091A3321,Francisco Morris,AIML,1,32.41,27,0,4,1,1,30,4,6,4"
"22091A0232,Donald Tucker,EEE,3,45.89,28,0,1,4,3,15,5,6,29"
"21091A3437,Taylor Turner,Business Systems,4,16.69,3,5,1,0,4,23,3,3,4"
"21091A0175,Stephen Perry,Civil,4,22.66,22,6,2,2,3,26,5,6,23"
"21091A0515,Dr. Rebecca Matthews,CSE,4,33.18,27,2,4,5,0,19,5,1,19"
"23091A0783,Jennifer Anderson,Mech,2,53.69,28,4,0,4,3,23,3,6,25"
"21091A0541,Dylan Mueller III,CSE,4,28.28,1,8,2,1,1,17,1,2,21"
"22091A0776,Melissa Nguyen,Mech,3,78.81,22,4,10,3,5,16,5,0,19"
"24091A3480,Briana Rodriguez DDS,Business Systems,1,60.6,4,10,5,3,3,14,1,6,5"
"21091A325,Mandy Dillon,DS,4,20.99,15,10,5,5,2,3,4,1,18"
"23091A0564,Donna Kennedy,CSE,2,67.49,1,7,2,0,5,0,4,10,5"
"24091A0239,Elizabeth Brown,EEE,1,42.25,1,6,5,4,0,7,2,10,20"
"22091A0741,Mr. Jesse Mueller,Mech,3,44.88,18,9,1,4,4,16,1,8,3"
"23091A3477,Mary Chandler,Business Systems,2,71.51,8,1,8,4,5,3,1,3,0"
"21091A3478,Pamela Rivera,Business Systems,4,25.45,23,5,1,3,3,29,5,5,27"
"23091A3227,Jason George,DS,2,97.7,29,3,9,2,4,19,4,3,4"
"22091A3427,Rachel Brown,Business Systems,3,76.45,29,4,6,5,0,14,3,2,19"
"23091A0721,Sarah Leach,Mech,2,25.09,0,7,5,0,4,6,4,5,27"
"22091A3446,Sarah Cuevas,Business Systems,3,83.2,19,0,4,3,2,27,3,1,3"
"21091A0547,Kimberly Mccoy,CSE,4,72.34,13,2,10,2,2,8,5,4,5"
"21091A078,Amanda Nguyen,Mech,4,22.36,20,6,1,0,0,3,5,0,19"
"21091A0592,Christine Neal,CSE,4,69.84,10,4,7,3,1,30,2,10,2"
"23091A3462,Gregory Brady,Business Systems,2,9.88,7,2,9,1,4,5,3,4,20"
"23091A0190,Ann Scott,Civil,2,88.28,28,2,8,0,2,4,1,9,11"
"21091A339,Stephanie Wise,AIML,4,42.61,11,3,5,0,3,8,5,3,14"
"23091A0710,Justin Cross,Mech,2,65.61,30,0,1,2,1,14,3,2,13"
"23091A0583,Allison Nixon,CSE,2,17.73,16,5,9,4,5,11,2,3,21"
"24091A0129,Samuel Jones,Civil,1,80.48,7,1,6,3,1,29,1,2,15"
"22091A346,Emily Kim,Business Systems,3,35.5,8,6,5,1,1,24,2,4,28"
"24091A0739,Susan Robbins,Mech,1,13.32,30,9,5,4,2,12,4,6,16"
"21091A0212,Henry Moore,EEE,4,98.66,12,1,1,3,2,23,2,5,23"
"24091A0547,April Torres,CSE,1,22.05,13,0,7,3,2,22,1,6,16"
"21091A0141,Neil Atkins,Civil,4,60.6,25,8,8,3,2,29,4,2,15"
"23091A3481,Brent Foster,Business Systems,2,81.29,16,1,5,2,5,0,4,8,0"
"21091A0717,Mary Wong,Mech,4,75.83,11,2,8,1,4,0,2,0,22"
"21091A0193,Amanda Hunter,Civil,4,21.15,19,9,8,5,2,4,3,0,14"
"23091A3382,Lisa Holmes,AIML,2,19.71,28,2,10,4,3,18,2,7,10"
"23091A345,Jason Spence,Business Systems,2,59.81,4,6,9,5,2,21,2,7,29"
"23091A0790,Alexandra Clark,Mech,2,45.11,30,8,2,1,1,22,4,2,14"
"23091A3378,Eric Crosby,AIML,2,75.07,5,10,10,2,5,13,4,4,23"
"21091A0155,Courtney Patton,Civil,4,49.33,30,2,7,4,0,25,5,9,25"
"23091A3220,Denise Moore,DS,2,19.44,11,7,10,3,0,23,3,1,17"
"24091A0216,Daisy Hall,EEE,1,34.63,6,3,6,5,1,15,3,5,10"
"21091A0297,Tammy Pierce,EEE,4,15.36,23,0,9,2,2,6,4,1,6"
"22091A0594,John Perry,CSE,3,87.61,0,3,8,4,0,2,5,3,8"
"23091A0180,Sarah Jones,Civil,2,85.0,2,6,5,2,3,17,2,5,25"
"21091A0274,Jose Joyce,EEE,4,39.29,8,7,6,5,2,14,5,2,5"
"22091A3236,Eileen Butler,DS,3,59.22,2,0,8,2,4,13,3,3,18"
"21091A0145,Sheri Walton,Civil,4,9.32,22,0,5,3,4,2,5,7,25"
"23091A0521,Mary Lambert,CSE,2,60.64,9,10,8,5,0,22,3,2,22"
"24091A0247,Jordan Haley,EEE,1,12.29,9,2,4,1,2,12,4,1,5"
"21091A3349,Julie Gilbert,AIML,4,44.71,28,9,3,5,5,27,5,1,13"
"22091A3273,Megan Williamson,DS,3,54.13,25,9,1,5,1,29,2,3,25"
"24091A0253,Susan Spencer,EEE,1,41.4,26,8,0,0,5,8,4,7,13"
"21091A3274,Crystal Martin,DS,4,67.47,23,3,7,0,2,22,4,5,1"
"23091A0543,Tonya Garcia,CSE,2,88.38,11,9,8,0,3,29,2,2,30"
"23091A3395,Jose Washington,AIML,2,78.17,8,3,4,3,2,14,3,8,18"
"22091A3429,David Arias,Business Systems,3,39.92,23,6,0,1,5,24,4,0,4"
"24091A0513,Timothy Williams,CSE,1,42.01,2,9,3,0,1,20,1,0,29"
"21091A076,Debbie Solomon,Mech,4,16.17,12,1,1,0,0,3,4,6,26"
"21091A0518,Brandon Dickerson,CSE,4,61.53,2,5,7,0,4,25,2,7,18"
"24091A0575,John Moore,CSE,1,96.02,17,2,2,4,5,24,4,7,18"
"23091A3431,Linda Ward,Business Systems,2,35.62,4,8,0,5,4,16,2,2,29"
"23091A0275,Jason Gardner,EEE,2,96.55,22,2,3,3,3,27,2,2,26"
"24091A3223,Matthew Bailey,DS,1,48.33,10,5,0,0,5,27,1,0,2"
"21091A0219,Allison Simpson,EEE,4,77.7,9,10,10,1,4,18,2,8,18"
"23091A0299,Darryl Ewing,EEE,2,22.75,29,10,0,5,5,6,3,3,2"
"23091A0737,Melissa Sherman,Mech,2,93.94,0,10,1,5,0,19,4,0,8"
"24091A3262,Jamie Williams,DS,1,93.74,18,9,5,0,3,4,2,4,7"
"23091A3497,Joshua Vance,Business Systems,2,95.59,7,4,4,3,3,10,5,5,18"
"22091A0788,Stanley Martinez,Mech,3,47.92,25,7,7,2,5,7,1,3,30"
"22091A3439,Dr. Dorothy Coleman,Business Systems,3,65.66,22,1,5,4,4,16,1,7,11"
"21091A011,Jacob Case,Civil,4,9.47,30,7,5,5,5,30,5,9,21"
"24091A0517,Philip Roberts,CSE,1,76.04,1,6,6,1,0,3,1,2,22"
"22091A0271,Ryan Ortiz,EEE,3,12.08,10,0,9,4,5,25,2,6,19"
"21091A0146,Angela Johnson,Civil,4,9.95,9,8,4,1,1,12,2,4,11"
"21091A3223,David Smith,DS,4,4.9,2,1,7,0,3,26,4,7,7"
"23091A3445,Henry Garcia,Business Systems,2,15.9,6,2,2,4,0,7,1,4,17"
"22091A0296,Madison Sweeney,EEE,3,92.85,29,7,0,1,2,10,3,1,28"
"22091A347,Brian Moore,Business Systems,3,76.45,24,8,2,5,3,2,1,4,16"
"24091A0272,Sherry Thomas,EEE,1,22.3,4,0,10,2,2,22,5,0,6"
"22091A0254,Katherine Valencia,EEE,3,72.96,12,10,9,1,5,6,2,6,5"
"22091A0150,Ashley Johnson,Civil,3,14.55,5,1,0,0,5,17,2,2,24"
"24091A334,Zachary Moyer,AIML,1,62.93,9,10,10,5,5,5,4,7,19"
"21091A0775,Amanda Oliver,Mech,4,15.38,1,7,10,5,5,26,4,4,10"
"21091A3483,Jimmy Lawrence,Business Systems,4,72.73,11,3,0,0,5,26,5,4,5"
"23091A3256,Marc Mcintosh,DS,2,89.68,1,2,3,3,4,20,4,8,27"
"21091A3359,Michael King,AIML,4,30.3,0,0,6,4,3,16,4,4,2"
"21091A0244,Maurice Mayer,EEE,4,3.97,18,9,8,3,3,21,3,4,7"
"24091A022,Tina Owens,EEE,1,26.4,20,8,6,0,1,11,2,0,18"
"23091A0119,David Howard,Civil,2,22.53,0,7,8,0,4,2,2,6,9"
"23091A0736,Rita Johnson,Mech,2,25.05,6,4,0,4,2,0,3,7,29"
"23091A0516,Donna Lee,CSE,2,70.84,10,3,2,1,4,12,2,8,13"
"22091A3347,Adam Robinson,AIML,3,72.56,14,8,3,0,1,17,1,6,8"
"21091A3361,Karen Sellers,AIML,4,4.82,28,5,0,4,2,12,4,5,23"
"24091A0718,John Whitehead,Mech,1,95.15,8,4,1,0,4,28,1,1,15"
"21091A0214,Daniel Barnes,EEE,4,25.06,20,4,1,0,2,13,3,1,8"
"24091A3466,Andrew Mason,Business Systems,1,1.94,14,7,0,1,4,3,2,0,7"
"22091A055,Joshua Eaton,CSE,3,57.88,15,5,10,5,5,29,5,9,28"
"21091A0711,Charles Callahan,Mech,4,74.96,14,8,7,1,1,5,2,8,17"
"22091A0550,Kim Kim,CSE,3,99.95,18,4,1,2,4,18,3,1,28"
"24091A3221,Suzanne Grant,DS,1,83.08,5,0,0,4,4,17,3,9,15"
"23091A074,Elizabeth Marshall,Mech,2,17.71,1,2,8,1,0,30,5,7,20"
"22091A0734,Yolanda Garcia,Mech,3,51.8,27,4,3,0,3,9,1,10,23"
"24091A3381,Selena Walker DDS,AIML,1,32.62,1,6,7,0,3,6,4,3,19"
"21091A3330,Kaylee Pierce,AIML,4,70.31,20,7,5,3,2,8,1,2,25"
"24091A0196,Ashley Scott,Civil,1,11.17,9,9,7,3,1,24,2,8,2"
"24091A0578,Jordan Mills,CSE,1,84.11,28,3,3,5,4,0,3,5,23"
"24091A346,Kristen Gonzales,Business Systems,1,7.54,17,10,3,5,1,12,2,0,4"
"24091A3469,Louis Sampson,Business Systems,1,35.78,24,7,3,1,0,3,1,3,11"
"23091A3338,Jermaine Love,AIML,2,20.64,28,4,8,3,1,3,4,1,22"
"21091A3268,Jon Perez,DS,4,15.38,28,5,8,3,2,11,5,9,26"
"22091A0187,Susan Spencer,Civil,3,31.59,4,5,1,0,4,6,1,10,3"
"23091A3488,Randy Rodgers,Business Systems,2,19.42,0,7,5,1,0,7,2,5,0"
"22091A3479,Cory Jackson,Business Systems,3,9.99,9,5,5,2,0,23,4,0,7"
"24091A0513,Cynthia Thomas,CSE,1,59.86,17,3,8,4,1,27,5,1,19"
"24091A0568,Jennifer Tran,CSE,1,13.08,9,0,8,2,3,22,5,10,2"
"24091A0216,Mary Massey,EEE,1,5.86,26,3,3,3,1,17,5,4,22"
"23091A0533,Kathryn Moore,CSE,2,44.58,24,2,8,4,0,16,3,10,14"
"22091A074,Pedro Moody,Mech,3,90.5,13,8,1,1,0,24,5,7,30"
"21091A3284,Jennifer Walker,DS,4,52.78,21,1,10,2,2,14,5,2,23"
"22091A3485,Andre Wallace,Business Systems,3,91.9,16,0,7,0,4,26,3,3,30"
"24091A3425,Jose Patterson,Business Systems,1,79.4,1,10,1,4,1,27,1,9,0"
"23091A075,Taylor Holder,Mech,2,20.93,26,9,7,4,5,15,3,0,24"
"23091A0784,Matthew Morris,Mech,2,12.1,25,10,6,5,2,16,1,2,9"
"23091A3282,Stacy Thomas,DS,2,15.16,27,6,9,1,3,22,1,8,6"
"21091A3224,Renee Johnson,DS,4,41.63,10,7,1,4,0,29,5,9,24"
"22091A3483,Benjamin Duran,Business Systems,3,15.04,14,0,9,1,4,13,1,2,5"
"24091A0116,Brandon Jones,Civil,1,4.72,23,2,6,1,2,20,2,1,24"
"23091A3335,Daniel Mosley,AIML,2,99.49,24,6,3,5,5,3,5,8,29"
"22091A0793,Robert Jackson,Mech,3,0.89,17,0,4,4,5,25,2,2,16"
"24091A3267,Cody Dudley,DS,1,75.33,28,8,0,3,5,11,5,10,10"
"22091A0117,Wesley Sawyer,Civil,3,40.28,11,9,1,4,2,2,5,5,24"
"24091A3485,Ashley Johnson,Business Systems,1,58.42,3,6,2,3,3,6,3,6,16"
"22091A0181,Zachary Anderson,Civil,3,41.2,5,7,10,4,5,1,3,1,28"
"22091A0141,Jennifer Thompson,Civil,3,83.09,24,10,0,5,1,6,1,0,28"
"23091A0233,Helen May,EEE,2,83.66,6,7,10,5,2,30,2,10,1"
"23091A3219,Ashley Chambers,DS,2,19.59,6,3,2,4,5,10,3,9,7"
"21091A0223,Shelby Schmidt,EEE,4,76.45,30,0,9,5,3,20,5,9,24"
"23091A0235,Lauren Parker,EEE,2,11.18,13,5,0,1,5,8,5,3,16"
"23091A3491,Edward Mitchell,Business Systems,2,95.14,21,5,0,4,4,21,5,2,8"
"23091A3469,Darryl Alexander,Business Systems,2,95.27,26,1,2,5,3,18,4,9,4"
"23091A3313,Bobby Carpenter,AIML,2,13.21,13,4,0,4,1,29,5,5,6"
"23091A3410,Joanne Byrd,Business Systems,2,23.85,6,0,8,4,0,9,1,1,21"
"22091A3398,Christina Smith,AIML,3,0.8,24,3,10,5,1,29,3,5,23"
"24091A3453,Craig Patrick,Business Systems,1,36.55,23,10,3,3,1,20,4,7,11"
"23091A0741,Gary Rojas,Mech,2,6.75,3,4,3,0,5,6,4,8,14"
"21091A3226,Cindy Miller,DS,4,81.42,15,7,3,3,1,12,2,5,27"
"23091A0752,Mark Colon,Mech,2,28.07,25,3,4,3,5,6,4,10,25"
"22091A341,Dustin Martinez,Business Systems,3,49.74,30,8,4,0,1,13,1,4,17"
"23091A3459,Melissa Lopez,Business Systems,2,23.33,8,5,4,2,3,7,1,10,16"
"23091A0233,Lauren Figueroa,EEE,2,35.74,13,2,8,0,1,0,5,1,5"
"23091A0796,Jeffrey Montgomery,Mech,2,90.44,25,5,9,4,5,6,4,2,2"
"23091A3463,Sandra Collins,Business Systems,2,72.34,19,5,1,0,0,22,3,8,21"
"24091A0257,Nicole Ali,EEE,1,18.1,24,0,9,0,1,0,3,3,13"
"21091A3436,Mary West,Business Systems,4,86.26,12,4,3,4,3,0,5,8,22"
"24091A0245,Timothy Booker,EEE,1,69.79,12,0,9,2,3,22,3,1,27"
"23091A327,Austin Jordan,DS,2,0.06,8,9,9,1,2,24,2,6,28"
"23091A3226,Jessica Villanueva,DS,2,4.49,9,2,1,3,3,14,5,2,11"
"21091A324,Matthew Smith,DS,4,62.16,21,6,6,0,1,21,3,10,18"
"24091A3255,Adam Martinez,DS,1,25.17,14,4,3,5,3,5,3,1,3"
"23091A3395,Tyler Sullivan,AIML,2,53.6,26,2,10,5,0,10,3,10,2"
"24091A0533,Robert Franklin,CSE,1,60.14,27,10,9,1,5,15,5,6,10"
"23091A0525,Richard Rivas,CSE,2,79.41,2,0,7,3,3,22,4,10,28"
"23091A0751,Jamie Williams,Mech,2,22.08,23,8,8,5,1,21,1,9,0"
"24091A3276,Sara White,DS,1,20.26,12,4,5,3,3,6,1,10,2"
"23091A3449,Donald Graham,Business Systems,2,98.35,14,2,7,1,4,15,3,7,6"
"23091A3342,Christian Sanders,AIML,2,38.29,19,5,2,1,5,4,5,7,14"
"22091A0198,Carly Johnson,Civil,3,32.08,16,3,5,1,1,30,2,1,9"
"23091A3425,Brent Thomas,Business Systems,2,45.64,13,10,2,0,3,29,2,1,5"
"24091A0261,Larry Andrews,EEE,1,88.06,13,3,10,3,2,28,2,6,10"
"22091A0733,Kimberly Woods,Mech,3,87.71,20,0,7,1,3,3,3,4,26"
"22091A3230,Nicholas Shaw,DS,3,64.6,7,0,5,2,5,7,5,3,1"
"22091A0231,Michelle Walker,EEE,3,45.2,17,4,0,0,5,5,3,4,12"
"22091A3499,Melissa Garcia,Business Systems,3,87.22,5,1,2,4,1,1,3,6,27"
"24091A3326,Jack Harris,AIML,1,45.59,2,9,7,4,5,16,5,6,0"
"23091A0560,Amanda Wilson,CSE,2,99.4,13,0,0,2,4,9,4,2,27"
